,Track Name,Artists,Album Name,Album ID,Track ID,Popularity,Release Date,Duration (ms),Explicit,External URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
330,Thunder,"Gabry Ponte, LUM!X, Prezioso",Thunder,35Q09Y0b7ZxOoCdF7sBiGf,2USlegnFJLrVLpoVfPimKB,80,2021-05-07,160000,False,https://open.spotify.com/track/2USlegnFJLrVLpoVfPimKB,0.67,0.896,1,-4.673,1,0.058,0.0342,3.21e-05,0.344,0.403,101.216
331,INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),622NFw5Yk0OReMJ2XWcXUh,27NovPIUIRrOZoCHxABJwK,80,2021-07-23,212000,True,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK,0.736,0.704,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995
332,Cold Heart - PNAU Remix,"Elton John, Dua Lipa, PNAU",Cold Heart (PNAU Remix),5D8Rdb09BkmHscEGSWAlA6,6zSpb8dQRaw0M1dK8PBwQz,85,2021-08-13,202735,False,https://open.spotify.com/track/6zSpb8dQRaw0M1dK8PBwQz,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032
333,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage","Skylar Grey, Polo G, Mozzy, Eminem","Last One Standing (feat. Polo G, Mozzy & Eminem) [From Venom: Let There Be Carnage]",2ZaFqYD9a3U6qJhyS2LDRf,5W8HXMOMLtXLz0RGKUtnlZ,70,2021-09-30,257369,True,https://open.spotify.com/track/5W8HXMOMLtXLz0RGKUtnlZ,0.664,0.692,1,-4.128,0,0.127,0.237,0.0,0.0798,0.233,154.924
334,Phoenix,"League of Legends, Cailin Russo, Chrissy Costanza",Phoenix,6IatiP8DCUD2ps9KvocWgA,6zAiRKvAMlXHxEtyO4yxIO,72,2019-10-08,197634,False,https://open.spotify.com/track/6zAiRKvAMlXHxEtyO4yxIO,0.42,0.723,10,-6.86,0,0.175,0.0638,1.17e-05,0.123,0.288,167.806
335,RISE,"League of Legends, Mako, The Word Alive, The Glitch Mob",RISE,6sGWFXm5IKtTBMFdIhNB9C,69Sy7207dnixZ6w7RSV9Kb,77,2018-09-28,192881,False,https://open.spotify.com/track/69Sy7207dnixZ6w7RSV9Kb,0.459,0.663,8,-5.939,0,0.1,0.0169,0.0,0.0621,0.412,176.791
336,Six Feet,Patent Pending,Riot Hearts Rebellion,0y0SnnEfC7VFsL5AgQ1oJr,0LvkE0gOLzfUTO7MoFNssM,47,2015-11-27,200213,False,https://open.spotify.com/track/0LvkE0gOLzfUTO7MoFNssM,0.702,0.911,9,-6.772,0,0.0781,0.196,0.0,0.18,0.76,115.968
337,Start A Riot,"BEGINNERS, Night Panda",Start A Riot,7i6oHh5d674hDWFjoKXMot,6QCUyTdd9qXlMufA3vFv2A,0,2019-01-25,203690,False,https://open.spotify.com/track/6QCUyTdd9qXlMufA3vFv2A,0.665,0.95,7,-4.936,1,0.183,0.0293,0.000908,0.474,0.342,145.014
338,Made For This,City Wolf,Made For This,2OhXoPgb7h3hoOPknSMTIB,6sSgCaiPwzm2DEK9eV6aJ4,35,2020-01-22,208500,False,https://open.spotify.com/track/6sSgCaiPwzm2DEK9eV6aJ4,0.467,0.858,1,-4.073,1,0.138,0.0445,0.0,0.333,0.79,78.63
339,Born For This,The Score,Carry On,4JnL4N9xWOWrQIF7rCdEXH,7uCBGNn991AM68fR4tSDco,69,2020-08-28,237375,False,https://open.spotify.com/track/7uCBGNn991AM68fR4tSDco,0.411,0.675,5,-6.251,0,0.0591,0.063,0.0,0.092,0.545,130.134
340,WONDERLAND,Neoni,Wars In A Wonderland,2npzGBEPDOfVLN8ajYm3pZ,1fh4rarBaLB8l5ALt1UvPv,65,2021-08-20,197333,False,https://open.spotify.com/track/1fh4rarBaLB8l5ALt1UvPv,0.652,0.654,10,-2.941,0,0.0414,0.0115,0.0,0.104,0.642,67.509
341,Straight Ahead,Dom Fera,Straight Ahead,1IobDszfvSoWlIf6tQyjeA,6SYbD1qFYSKRoU0utE4gab,42,2020-09-01,205800,False,https://open.spotify.com/track/6SYbD1qFYSKRoU0utE4gab,0.733,0.629,5,-8.072,1,0.0421,0.436,0.0,0.549,0.924,149.952
342,Palm Reader,"DREAMERS, Big Boi, UPSAHL",Palm Reader,0QdTN7cbQCSTyzZqLQubCI,5LtrJHnBO57EoVHsLR6xR8,50,2021-03-05,180667,False,https://open.spotify.com/track/5LtrJHnBO57EoVHsLR6xR8,0.813,0.774,9,-3.923,0,0.0341,0.012,4.53e-06,0.0616,0.909,105.997
343,Remember The Name (feat. Eminem & 50 Cent),"Ed Sheeran, Eminem, 50 Cent",No.6 Collaborations Project,3oIFxDIo2fwuk4lwCmFZCx,0AtP8EkGPn6SwxKDaUuXec,69,2019-07-12,207760,True,https://open.spotify.com/track/0AtP8EkGPn6SwxKDaUuXec,0.852,0.666,11,-6.923,0,0.184,0.135,0.0,0.798,0.726,91.046
344,Gym Quarantine,HUGEL,Gym Quarantine,6o9b4flTWzDi93yWRwbPjw,1t9WkESChRAN8T9p3az6Pg,42,2020-05-08,168611,False,https://open.spotify.com/track/1t9WkESChRAN8T9p3az6Pg,0.865,0.751,7,-6.941,1,0.0588,0.0105,0.456,0.114,0.879,126.001
345,Alarm,The Score,Alarm,4C1YUIIGfDYulvbNzHNWXJ,0xXDWZre8pbWXG6ERdVPof,44,2021-10-22,148327,False,https://open.spotify.com/track/0xXDWZre8pbWXG6ERdVPof,0.673,0.721,7,-6.773,1,0.04,0.000926,0.00029,0.213,0.625,139.971
346,Head Up,The Score,Head Up,6NaV5Skx0kHFSzUSmFsDtc,0Di4xlEas5KZ4pF52Vb2tG,53,2021-07-23,169978,False,https://open.spotify.com/track/0Di4xlEas5KZ4pF52Vb2tG,0.596,0.638,9,-5.849,1,0.0557,0.00494,1.4e-05,0.138,0.269,144.871
347,Victorious,The Score,Victorious,0e4zLcdv3Wn1KvW6NaQTvi,6GGaeNKmqQQfQmTlNoUezD,45,2021-06-25,196616,False,https://open.spotify.com/track/6GGaeNKmqQQfQmTlNoUezD,0.509,0.715,5,-6.328,0,0.0419,0.0303,4.31e-06,0.468,0.277,159.872
348,This Is It,Oh The Larceny,Blood Is Rebel,4mnXv0H8F6V8TiVYenlksE,273dJWDKMOSB3TfSUiIZwv,0,2019-05-17,169487,False,https://open.spotify.com/track/273dJWDKMOSB3TfSUiIZwv,0.731,0.801,1,-4.772,1,0.0416,0.0401,3.97e-05,0.108,0.68,117.045
349,Voices,"Hidden Citizens, Vanessa Campagna",Voices,648jOxQa2pJmv5pl6892VC,0lFck76BD82C3hdXAVTtqR,41,2021-10-15,179702,False,https://open.spotify.com/track/0lFck76BD82C3hdXAVTtqR,0.602,0.874,11,-2.518,0,0.126,0.0458,0.0576,0.119,0.408,77.508
350,Real Good Feeling,Oh The Larceny,Blood Is Rebel,4mnXv0H8F6V8TiVYenlksE,3HHNrkdy0b1y3UGqKdJOMs,0,2019-05-17,194016,False,https://open.spotify.com/track/3HHNrkdy0b1y3UGqKdJOMs,0.775,0.931,5,-3.814,1,0.0406,0.0163,0.000408,0.119,0.698,122.039
351,Bang,Sir Sly,Bang,5fAJP8107G7ymzxJwmqkUy,5GbK9am1svakX356ltRPcm,46,2021-11-12,131440,False,https://open.spotify.com/track/5GbK9am1svakX356ltRPcm,0.66,0.84,7,-5.139,1,0.0602,0.0206,0.135,0.12,0.664,149.013
352,Toxic Pony,"ALTÉGO, Britney Spears, Ginuwine",Toxic Pony,0foeyhY6LY8jZazsuQvSXf,6QHXcb0eFwOKZOZ9bOFmxm,67,2022-01-21,198042,False,https://open.spotify.com/track/6QHXcb0eFwOKZOZ9bOFmxm,0.775,0.652,0,-9.906,1,0.152,0.00757,0.000598,0.105,0.922,143.08
353,Ghostbusters - Epic Version,Ty Knight,Ghostbusters (Epic Version),3QBTAOVrBzNM67LhZzxIb6,3AwVjNOuOfN9HGzIkJshiO,20,2020-01-27,234783,False,https://open.spotify.com/track/3AwVjNOuOfN9HGzIkJshiO,0.496,0.726,9,-11.518,1,0.043,0.00111,0.94,0.0732,0.278,115.018
354,Bloodshot,Sam Tinnesz,Warplanes,1advQR4gEU8KH8jBKxdBWP,1QAH5HMnoDt76yBNpLUsHo,58,2020-05-15,200062,False,https://open.spotify.com/track/1QAH5HMnoDt76yBNpLUsHo,0.671,0.762,6,-4.028,1,0.0511,0.0594,0.0,0.168,0.535,126.02
355,Misfit Toys (from the series Arcane League of Legends),"Pusha T, Mako",Arcane League of Legends (Soundtrack from the Animated Series),3MdiH74FL8mhlbnR6DcqJd,7HQSxHyORPbCQ1XtgV1k1P,58,2021-11-20,189692,False,https://open.spotify.com/track/7HQSxHyORPbCQ1XtgV1k1P,0.642,0.677,1,-5.845,1,0.187,0.00688,0.0,0.0989,0.366,99.829
356,Dynasties and Dystopia (from the series Arcane League of Legends),"Denzel Curry, Gizzle, Bren Joy",Arcane League of Legends (Soundtrack from the Animated Series),3MdiH74FL8mhlbnR6DcqJd,2k2RPHMeyercU9PauiKNbU,62,2021-11-20,178080,False,https://open.spotify.com/track/2k2RPHMeyercU9PauiKNbU,0.703,0.834,1,-5.134,1,0.0602,0.0139,0.0,0.1,0.863,153.968
357,Snakes (from the series Arcane League of Legends),"PVRIS, MIYAVI",Arcane League of Legends (Soundtrack from the Animated Series),3MdiH74FL8mhlbnR6DcqJd,7AEvaz0EOmlqN27o6zpt3k,62,2021-11-20,161377,False,https://open.spotify.com/track/7AEvaz0EOmlqN27o6zpt3k,0.426,0.842,1,-6.238,0,0.236,0.000397,0.00125,0.379,0.366,157.86
358,Allez Allez,Jesse Abbey,Allez Allez,5F0PHFTRFGo5FJRboGmTnm,2M2KiIo4FLmv6av763ZxSc,36,2022-01-07,205714,False,https://open.spotify.com/track/2M2KiIo4FLmv6av763ZxSc,0.685,0.545,9,-10.677,0,0.0293,0.714,6.67e-06,0.117,0.84,140.002
359,Off The Wall! Magical!,Junie & TheHutFriends,Off The Wall! Magical!,2PQWDs3Q6ndDSkpCTiNz3i,6ajTYzPMbmHCccZIlLQcKm,0,2022-02-04,218000,False,https://open.spotify.com/track/6ajTYzPMbmHCccZIlLQcKm,0.757,0.559,0,-6.794,1,0.0374,0.8,0.000466,0.189,0.71,119.965
360,Bones,Imagine Dragons,Bones,1Q9SnHWPNEjVM0LrBFvJ1q,0HqZX76SFLDz2aW8aiqi7G,82,2022-03-11,165265,False,https://open.spotify.com/track/0HqZX76SFLDz2aW8aiqi7G,0.773,0.742,5,-3.678,0,0.046,0.0206,0.0,0.0754,0.571,114.071
361,Mary,The Happy Fits,Concentrate,5UCnciztNUwwv3dMBHzWX7,4AXeaFIAKgRKQ12zkQrtWa,0,2018-06-15,194733,False,https://open.spotify.com/track/4AXeaFIAKgRKQ12zkQrtWa,0.564,0.696,7,-3.833,1,0.0906,0.087,0.0,0.0715,0.604,131.048
362,Rule The World,Valley Of Wolves,Out For Blood,7tUIu3wrIJjAn8Kq30Gc0T,6t4S0PR3PVbQtfeBFGEP4Y,0,2018-01-12,210000,False,https://open.spotify.com/track/6t4S0PR3PVbQtfeBFGEP4Y,0.615,0.852,11,-2.828,0,0.0687,0.249,7.97e-05,0.438,0.496,127.9
363,Dead To Me,Chloe Adams,Dead To Me,0GgNNJPbQUpny8XErV9Vhw,6tPLIurCFf9MAGYvba94ub,53,2022-02-25,153223,True,https://open.spotify.com/track/6tPLIurCFf9MAGYvba94ub,0.859,0.405,4,-6.359,0,0.133,0.0179,0.126,0.108,0.646,134.937
364,Choke,Royal & the Serpent,get a grip,2Yn5QhZEEoDl1MDMVjY3Ao,5hqK5evNmuLtIiQs4Z5N1M,58,2020-10-16,137054,False,https://open.spotify.com/track/5hqK5evNmuLtIiQs4Z5N1M,0.807,0.475,1,-9.881,1,0.079,0.0944,0.0,0.13,0.636,118.004
365,Hayloft II (Burning Barn Acoustic),Mother Mother,Hayloft & Hayloft II (Burning Barn Acoustic),5uVTlO5Zetbm2UvhHjydJT,4zZEz9KnSlTjMqjUayzekA,40,2022-04-01,217671,False,https://open.spotify.com/track/4zZEz9KnSlTjMqjUayzekA,0.345,0.874,4,-5.347,0,0.0644,0.0282,0.00049,0.0687,0.271,178.096
366,The Motto,"Tiësto, Ava Max",The Motto,278z9UXJaMNDH9Bel9uAxV,18asYwWugKjjsihZ0YvRxO,80,2021-11-04,164819,False,https://open.spotify.com/track/18asYwWugKjjsihZ0YvRxO,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953
367,Numb / Encore,"JAY-Z, Linkin Park",Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course,4lhyg7YGQagE8FT8cZBqyw,5sNESr6pQfIhL3krM8CtZn,82,2004-11-30,205733,True,https://open.spotify.com/track/5sNESr6pQfIhL3krM8CtZn,0.687,0.793,2,-4.254,1,0.166,0.0603,0.0,0.582,0.751,107.045
368,Bite Down (Bastille Vs. HAIM),"Bastille, HAIM","VS. (Other People’s Heartache, Pt. III)",1YXsPGQingGkJZLA8uuQNL,5FE8wW6YIKHFtSlbGLhYKB,39,2014-12-01,179666,False,https://open.spotify.com/track/5FE8wW6YIKHFtSlbGLhYKB,0.61,0.809,1,-6.185,1,0.104,0.0679,0.0,0.178,0.757,139.989
369,Drones,grandson,Drones,2ZfElZEiFCJhbXZa1iVEGb,5QNWATWEQiM9S7rsFUu0Ns,47,2023-03-24,149881,True,https://open.spotify.com/track/5QNWATWEQiM9S7rsFUu0Ns,0.586,0.822,10,-5.721,0,0.269,0.0396,1.74e-06,0.31,0.587,126.127
370,WOW!,"Big Mood, VARSHAVINN",WOW!,58TjzA1RxODNVCOqPV8PEo,5iCZnrrpYLoDika5FYIf3p,18,2021-06-20,169412,True,https://open.spotify.com/track/5iCZnrrpYLoDika5FYIf3p,0.753,0.485,5,-9.792,1,0.0986,0.187,0.0,0.0971,0.415,169.983
371,Astronaut In The Ocean - Alok Remix,"Masked Wolf, Alok",Astronaut In The Ocean (Alok Remix),7M3xleJoRyne18xf0fM9Jo,1yX6sh2TkrT5hsXodo7aS6,72,2021-04-30,128372,True,https://open.spotify.com/track/1yX6sh2TkrT5hsXodo7aS6,0.53,0.82,4,-4.936,0,0.0438,0.154,2.71e-06,0.14,0.355,171.933
372,TAKE MY NIRVANA,PVRIS,EVERGREEN,4CLLPZzm1QDzUZ8FTkNPyy,3XBmHEje5kQkodwziseIEk,51,2023-07-14,167000,False,https://open.spotify.com/track/3XBmHEje5kQkodwziseIEk,0.644,0.767,4,-3.991,0,0.105,0.0372,1.65e-06,0.335,0.639,103.127
373,Leave Her Johnny,"Sean Dagher, Nils Brown, Michiel Schrey, Assassin's Creed",Assassin's Creed 4: Black Flag (The Complete Edition) [Original Game Soundtrack],7G0O4t6PMa6bcOLc3KgztU,4bjHuqP6ZPohjtijdrn94G,41,2013-12-02,132293,False,https://open.spotify.com/track/4bjHuqP6ZPohjtijdrn94G,0.712,0.27,7,-4.382,0,0.0541,0.935,0.0,0.0582,0.728,120.416
374,Kinky Boots,The Irish Brigade,Pardon Me for Smiling,0zrcEMIh1hQx5ulRPjR0V4,0CbZGS7GBavUKpPehJm1AJ,48,2017-11-06,262880,False,https://open.spotify.com/track/0CbZGS7GBavUKpPehJm1AJ,0.439,0.547,2,-9.531,1,0.0635,0.804,0.0,0.0984,0.859,201.908
375,Scotland For Ever (Scotland The Brave),John McDermott,Timeless Memories: Greatest Hits,1a8WA63Yo2Vwh4yvulQdxr,5qorO4suoP5aXNv79hEGng,25,2005-01-01,173187,False,https://open.spotify.com/track/5qorO4suoP5aXNv79hEGng,0.576,0.446,5,-11.255,1,0.0304,0.638,0.00286,0.103,0.542,108.345
376,Threescore and Ten,"Louis Killen, The Revels Chorus","Homeward Bound: Sea Songs, Ballads, and Chanteys",6OdLaBj4056Vnj1SzbcWU6,5G0Izroor82D9SA0xrkJlW,23,2002-04-01,266760,False,https://open.spotify.com/track/5G0Izroor82D9SA0xrkJlW,0.645,0.111,3,-17.152,1,0.0806,0.968,0.0,0.193,0.595,119.744
377,Men of Harlech,"The Band, Male Voice Choir Of The Prince of Wales's Division",Worlds Greatest Male Choirs,4lyaGlZi8g9bhcXu9azs4h,3nc1cdem8Ecy5DrdQmyowS,19,2010-01-19,142000,False,https://open.spotify.com/track/3nc1cdem8Ecy5DrdQmyowS,0.608,0.041,9,-19.612,1,0.0419,0.987,0.0,0.121,0.225,118.321
378,The Fields of Athenry,Paddy Reilly,Ballads & Booze,1CTefJKUKq51OPcA8XFi1c,7jO9SbZf1Q6lKXNif1480g,22,2005,290528,False,https://open.spotify.com/track/7jO9SbZf1Q6lKXNif1480g,0.569,0.228,4,-13.907,1,0.0315,0.833,3.61e-06,0.69,0.263,108.74
379,The Barley Mow,Seamus Kennedy,By Popular Demand,3Zw8tubm8l2pDNq0KAvRrU,2s9dLvgI14b0miIAdAOVSK,26,2005-09-09,399560,False,https://open.spotify.com/track/2s9dLvgI14b0miIAdAOVSK,0.655,0.491,11,-13.755,1,0.927,0.877,0.0,0.507,0.544,133.079
380,Roll the Old Chariot Along,David Coffin,Roll the Old Chariot Along,1gPcXTngBsysIPqD4M8WRy,1HpZmEGmT9Y658IUMyTPhB,50,2016-07-05,183141,False,https://open.spotify.com/track/1HpZmEGmT9Y658IUMyTPhB,0.33,0.3,6,-22.068,1,0.0635,0.995,9.71e-05,0.712,0.37,117.201
381,Drunken Lullabies,Flogging Molly,Drunken Lullabies,7tX0mFU6VBKjBXKJRv3jc5,3nhJpxZXEQTsZwrDUihXQf,0,2002-03-19,230640,False,https://open.spotify.com/track/3nhJpxZXEQTsZwrDUihXQf,0.373,0.968,7,-4.229,1,0.0782,0.00132,0.0274,0.0848,0.847,156.02
382,Can't You Dance the Polka?,The Revels Chorus,"Homeward Bound: Sea Songs, Ballads, and Chanteys",6OdLaBj4056Vnj1SzbcWU6,70Yae69F2GKkwuLyNQOHjv,10,2002-04-01,145240,False,https://open.spotify.com/track/70Yae69F2GKkwuLyNQOHjv,0.672,0.256,0,-19.305,1,0.0459,0.66,6.68e-05,0.12,0.963,112.108
383,The Old Dun Cow,Seamus Kennedy,Let The Music Take You Home,38qpjZIAv5nVzOUSKBFkJM,5byerP6yub0Elj1gZS8DAJ,37,1998-01-01,184760,False,https://open.spotify.com/track/5byerP6yub0Elj1gZS8DAJ,0.651,0.336,11,-14.25,1,0.129,0.744,5.17e-06,0.593,0.514,94.249
384,We're on the one road,The Wolfe Tones,Download your St. Patrick's Day party,0fklmCSrGsH1CTovfVdek5,70IoLdCsWYYV9xHeRjO4SJ,36,2006-03-07,244390,False,https://open.spotify.com/track/70IoLdCsWYYV9xHeRjO4SJ,0.617,0.769,9,-5.291,1,0.0364,0.433,0.0,0.0958,0.763,136.959
385,The Leaving of Liverpool,The Revels Chorus,"Homeward Bound: Sea Songs, Ballads, and Chanteys",6OdLaBj4056Vnj1SzbcWU6,7EH5sdgxr4QhJWssCyF1ML,8,2002-04-01,238307,False,https://open.spotify.com/track/7EH5sdgxr4QhJWssCyF1ML,0.522,0.0312,0,-23.941,1,0.0307,0.951,0.0,0.0709,0.444,86.045
386,Rolling Down To Old Maui,David Coffin,"Homeward Bound: Sea Songs, Ballads, and Chanteys",6OdLaBj4056Vnj1SzbcWU6,2jCjONsY3RUDWDgEKfDoDc,31,2002-04-01,143600,False,https://open.spotify.com/track/2jCjONsY3RUDWDgEKfDoDc,0.666,0.0624,7,-20.462,1,0.151,0.991,0.0,0.199,0.535,131.519
387,Rattlin' Bog,The Irish Descendants,Newfoundland Drinking Songs,7m6TM2Y2PBKa3Io7F7cN2A,1IcRnn7NNkCsPsAGV8xKHB,47,2005-07-04,235987,False,https://open.spotify.com/track/1IcRnn7NNkCsPsAGV8xKHB,0.465,0.721,4,-6.382,1,0.0677,0.648,0.0,0.288,0.849,134.334
388,Red Is The Rose,The High Kings,Memory Lane,1qaEHYE8Li6SKfLF6m1XDo,4nqisfhqUZXEN5g2XeJBAt,46,2010,191827,False,https://open.spotify.com/track/4nqisfhqUZXEN5g2XeJBAt,0.503,0.132,4,-10.852,1,0.0428,0.897,0.0,0.15,0.511,111.484
389,Loch Lomond,The King's Singers,Folk Songs Of The British Isles,7eFKaVzp6K60oBnB2kTjwV,0OHTE11AbX3oeT623REE0L,36,1993-07-24,183693,False,https://open.spotify.com/track/0OHTE11AbX3oeT623REE0L,0.266,0.0248,10,-24.497,1,0.0467,0.959,6.04e-05,0.0978,0.0617,132.519
390,Mick Maguire,The Irish Rovers,The Irish Rovers 50 Years - Vol. 1,4myZOIXY0re1KKU0JHbhSa,0ZhQsbYSOU58F1wfrkmob1,27,2014-03-01,124253,False,https://open.spotify.com/track/0ZhQsbYSOU58F1wfrkmob1,0.588,0.814,2,-6.996,1,0.0888,0.773,0.0,0.713,0.902,130.78
391,The Regular Army O,Mick Moloney,McNally's Row of Flats,4vSQMs95dPJ5DQK4NPUkob,1C1cFbyHUkfWci0fCoeRSl,35,2006-03-14,275333,False,https://open.spotify.com/track/1C1cFbyHUkfWci0fCoeRSl,0.536,0.588,10,-8.488,1,0.0717,0.649,8.83e-05,0.0995,0.954,118.9
392,An Irish Pub Song,The Rumjacks,Gangs of New Holland,7rsPy4ftxokzxLJqAXFrWw,1i7fjv2h8nWmoLJKCF00sr,0,2010-09-22,202133,False,https://open.spotify.com/track/1i7fjv2h8nWmoLJKCF00sr,0.63,0.848,2,-3.463,1,0.0373,0.0761,3.99e-06,0.37,0.738,147.009
393,Fairytale of New York (feat. Kirsty MacColl),"The Pogues, Kirsty MacColl",If I Should Fall from Grace with God (Expanded Edition),4V92Puney9WxGPecKtLG4L,3VTNVsTTu05dmTsVFrmGpK,80,1988-09-05,272467,False,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK,0.271,0.551,2,-7.48,1,0.0457,0.582,4.16e-05,0.256,0.428,78.111
394,The Rocky Road To Dublin,The High Kings,The High Kings,4EDaQ3qQ8vglXgSi5sQm2A,2AMHDHBuhSvcEhbv5IVSB1,51,2008-01-01,196720,False,https://open.spotify.com/track/2AMHDHBuhSvcEhbv5IVSB1,0.815,0.692,2,-7.694,1,0.172,0.468,0.0,0.0721,0.72,134.623
395,The Parting Glass,The High Kings,The High Kings,4EDaQ3qQ8vglXgSi5sQm2A,3yY3HAW5wDG0oXf06JyoZ4,46,2008-01-01,253040,False,https://open.spotify.com/track/3yY3HAW5wDG0oXf06JyoZ4,0.289,0.255,3,-10.153,1,0.0291,0.115,0.0,0.125,0.367,92.472
396,Irish Pub Song,The High Kings,Irish Pub Song,5QTxZhvepeEKUMVdKlT0M8,6zX3HwSuoQThrabeoHJvCs,59,2013-04-05,180123,False,https://open.spotify.com/track/6zX3HwSuoQThrabeoHJvCs,0.742,0.717,0,-6.48,1,0.0622,0.724,0.0,0.199,0.968,126.081
397,Oh Maggie,The High Kings,Friends for Life,2EfTpcD9TDUdHpqOMQuREQ,0s6jiTeHJQso7u8SO9FDZ4,43,2013-09-23,191147,False,https://open.spotify.com/track/0s6jiTeHJQso7u8SO9FDZ4,0.731,0.578,9,-6.464,1,0.0338,0.558,0.0,0.0456,0.877,119.975
398,Marie's Wedding,The High Kings,The High Kings,4EDaQ3qQ8vglXgSi5sQm2A,6yZTmNPrui57RBDFPnRlYb,40,2008-01-01,226200,False,https://open.spotify.com/track/6yZTmNPrui57RBDFPnRlYb,0.642,0.577,7,-8.519,1,0.0486,0.474,1.1e-06,0.137,0.907,95.681
399,Star Of County Down,The High Kings,Live In Ireland,3O7nweuI1x2v1Bsz6FzyI3,4TfPePkOJ2GS6jjNKVKWZr,0,2011-04-15,222613,False,https://open.spotify.com/track/4TfPePkOJ2GS6jjNKVKWZr,0.543,0.834,6,-5.153,0,0.437,0.487,0.0,0.972,0.743,133.292
400,Galway Bay,Johnny Cash,Bootleg Vol. I: Personal File,5TabR5rIBRxBD6XzWhCiBE,2ZsndL2wd8wCKKZjyGbzC0,26,2006-05-23,104200,False,https://open.spotify.com/track/2ZsndL2wd8wCKKZjyGbzC0,0.678,0.0707,10,-13.43,1,0.0647,0.94,0.0,0.144,0.438,81.603
401,Barrett's Privateers,The Real McKenzies,Westwinds,2XRertV5XG54s3PAiMBRlO,3TLhkXFenusy509GrA8RUL,47,2012-03-27,270027,False,https://open.spotify.com/track/3TLhkXFenusy509GrA8RUL,0.93,0.817,7,-6.424,1,0.184,0.355,0.0,0.105,0.649,100.152
402,The Fields Of Athenry,The Dubliners,Live At The Gaiety,6zSE18SYsAeMn6x8bmk6ZL,17f7vVLfZlSvoCTE0cfcBG,48,2008-11-01,279680,False,https://open.spotify.com/track/17f7vVLfZlSvoCTE0cfcBG,0.396,0.565,4,-8.659,1,0.033,0.817,1.61e-05,0.778,0.426,112.116
403,Seven Drunken Nights,"The Dubliners, Ronnie Drew",Definitive Pub Songs Collection,0LUkfcP3XT922V0uhE3SDQ,0HtYjI3oKVolGjAfUf3Qit,32,2013-03-15,192200,False,https://open.spotify.com/track/0HtYjI3oKVolGjAfUf3Qit,0.576,0.656,9,-8.027,1,0.0509,0.383,0.0,0.176,0.924,118.527
404,I'll Tell Me Ma,"The Dubliners, Ronnie Drew",Definitive Pub Songs Collection,0LUkfcP3XT922V0uhE3SDQ,70R5nf9sKxJcWhO1Rheibd,40,2013-03-15,150347,False,https://open.spotify.com/track/70R5nf9sKxJcWhO1Rheibd,0.564,0.635,9,-8.057,1,0.0402,0.661,0.0,0.293,0.853,121.658
405,The Sick Note,"The Dubliners, Seán Cannon",Definitive Pub Songs Collection,0LUkfcP3XT922V0uhE3SDQ,2YQra3dpR7AW95m9io344e,38,2013-03-15,163373,False,https://open.spotify.com/track/2YQra3dpR7AW95m9io344e,0.627,0.411,2,-7.41,1,0.322,0.846,0.0,0.333,0.572,76.791
406,Dirty Old Town,"The Dubliners, Paddy Reilly",Definitive Pub Songs Collection,0LUkfcP3XT922V0uhE3SDQ,426iqvsLVSgvInJiS9zQv4,38,2013-03-15,212315,False,https://open.spotify.com/track/426iqvsLVSgvInJiS9zQv4,0.524,0.38,5,-8.078,1,0.0283,0.779,2.07e-06,0.202,0.3,116.147
407,The Rare Auld Mountain Dew,"The Dubliners, Ronnie Drew, Shane MacGowan",Definitive Pub Songs Collection,0LUkfcP3XT922V0uhE3SDQ,1eQy7IOBqSFSZix2cVaz7F,29,2013-03-15,138933,False,https://open.spotify.com/track/1eQy7IOBqSFSZix2cVaz7F,0.651,0.912,0,-6.954,1,0.0505,0.725,0.0181,0.202,0.881,113.964
408,Finnegan's Wake,"The Dubliners, Ronnie Drew",Definitive Pub Songs Collection,0LUkfcP3XT922V0uhE3SDQ,7BFOwBx6CvCNrA2gHI93NI,37,2013-03-15,148227,False,https://open.spotify.com/track/7BFOwBx6CvCNrA2gHI93NI,0.576,0.612,7,-7.593,1,0.117,0.77,5.26e-05,0.158,0.958,123.805
409,All for Me Grog,"The Dubliners, Patsy Watchorn",Definitive Pub Songs Collection,0LUkfcP3XT922V0uhE3SDQ,5OM1p9cVPxzUxN0HfRYvWh,38,2013-03-15,195667,False,https://open.spotify.com/track/5OM1p9cVPxzUxN0HfRYvWh,0.583,0.785,7,-6.619,1,0.0461,0.805,1.19e-05,0.355,0.927,66.759
410,The Auld Triangle,"The Dubliners, Luke Kelly",Definitive Pub Songs Collection,0LUkfcP3XT922V0uhE3SDQ,10zQzaQYo3OpxttrnnR0Al,30,2013-03-15,174520,False,https://open.spotify.com/track/10zQzaQYo3OpxttrnnR0Al,0.489,0.0607,3,-10.685,1,0.0658,0.963,0.0,0.186,0.425,99.851
